Instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fill in your catalog information below. Avoid some of the most common errors by making sure: 1) each row contains an item name; 2) an item and its variations have the same category and description; 3) GTINs are 8,12, 13, or 14 characters and contain numbers only; and 4) every item referencing an option set has both an option set name and an option value.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Created by Square,Example item,Example item name for customers to see,Small,Ounce 1.000,A12345,100% organic soft cotton t-shirt,"Separate multiple categories with a comma. Indicate subcategories by including their category hierarchy with the greater-than symbol. For example: New arrivals, Women’s > Accessories > Hats & Beanies",Sales of this item will be attributed to the Reporting Category in the category sales report.,Search engine display name,Search engine description,Identifier within a URL. Use hyphens instead of spaces.,653412483659,"Visible, Hidden, Unavailable","Physical, Prepared food and beverage, Digital, Donation, Event, Membership, Other",,Social media link title,Social media link description,,,,,24.99,20.99,Y or N,Y or N,Y or N,Y or N,Y or N,Sizes,Small,12.99,KT's Clothes,ABC123,Y or N,10,15,Y or N,5,$10.99,Y or N,10,15,Y or N,5,$10.99
,4in x 20in Housing Grey 3/4 FNPT,4in x 20in Housing Grey 3/4 FNPT,Regular,,20041,4in x 20in Housing Grey 3/4 FNPT | Official Tucker SKU: 20041 | Category: Catalog,Tucker > Catalog,Tucker,4in x 20in Housing Grey 3/4 FNPT | Catalog | AZ Cleaning Supplies,4in x 20in Housing Grey 3/4 FNPT. Category: Catalog. Vendor code: 20041. Available at AZ Cleaning Supplies.,4in-x-20in-housing-grey-3-4-fnpt,,Hidden,Physical,,4in x 20in Housing Grey 3/4 FNPT | Catalog | AZ Cleaning Supplies,4in x 20in Housing Grey 3/4 FNPT. Category: Catalog. Vendor code: 20041. Available at AZ Cleaning Supplies.,N,N,N,N,122.92,,N,Y,N,Y,N,,,86.05,Tucker,20041,N,,,N,,,Y,,,N,,122.92
,4in x 20in Refillable Cartridge Empty Blue/White,4in x 20in Refillable Cartridge Empty..Blue/White,Regular,,20014,4in x 20in Refillable Cartridge Empty Blue/White | Official Tucker SKU: 20014 | Category: Catalog,Tucker > Catalog,Tucker,4in x 20in Refillable Cartridge Empty..Blue/White | AZ Cleaning Supplies,4in x 20in Refillable Cartridge Empty..Blue/White. Category: Catalog. Vendor code: 20014. Available at AZ Cleaning Supplies.,4in-x-20in-refillable-cartridge-empty-blue-white-1,,Hidden,Physical,,4in x 20in Refillable Cartridge Empty..Blue/White | AZ Cleaning Supplies,4in x 20in Refillable Cartridge Empty..Blue/White. Category: Catalog. Vendor code: 20014. Available at AZ Cleaning Supplies.,N,N,N,N,61.52,,N,Y,N,Y,N,,,43.07,Tucker,20014,N,,,N,,,Y,,,N,,61.52
,4in x10in Re-Fillable Empty Blue/White,"Empty 4.5 x 10"" Refillable Filter",Regular,,20029,"This empty refillable 4.5 x 10"" filter is the correct replacement filter for the Tucker® mobile RO/DI Cart and the Tucker® Fill N Go tank systems. These filters are refillable with bulk DI resin.",Tucker > Catalog,Tucker,"Empty 4.5 x 10"" Refillable Filter | Catalog | AZ Cleaning Supplies","This empty refillable 4.5 x 10"" filter is the correct replacement filter for the Tucker® mobile RO/DI Cart and the Tucker® Fill N Go tank systems. These...",empty-4-5-x-10-refillable-filter,,Hidden,Physical,1.001,"Empty 4.5 x 10"" Refillable Filter | Catalog | AZ Cleaning Supplies","This empty refillable 4.5 x 10"" filter is the correct replacement filter for the Tucker® mobile RO/DI Cart and the Tucker® Fill N Go tank systems. These...",N,N,N,N,30.06,,N,Y,N,Y,N,,,21.05,Tucker,20029,N,,,N,,,Y,,,N,,30.06
,4x21 Carbon Cartridge,"4 x 21"" Filter Cartridge - Carbon",Regular,,20051-C,"Looking for a replacement carbon filter cartridge for 4x21"" housings? This is it. These one-time-use carbon filter cartridges fit the 4x21"" housings from many manufacturers. Filled with our high-quality activated charcoal carbon, these filters will remove all of the chlorine and chloramines in your water to make it safe for your RO membrane to process. New carbon filters must be flushed independently of other system components. Just disconnect the outlet tube from your carbon filter housing, point in a safe direction and run for 5 minutes. Black water will exit this tube. After flushing, remove plug and connect hose. You also must flush subsequent replacement carbon filters.",Tucker > Catalog,Tucker,"4 x 21"" Filter Cartridge - Carbon | Catalog | AZ Cleaning Supplies","Looking for a replacement carbon filter cartridge for 4x21"" housings? This is it. These one-time-use carbon filter cartridges fit the 4x21"" housings from...",4-x-21-filter-cartridge-carbon,,Hidden,Physical,5,"4 x 21"" Filter Cartridge - Carbon | Catalog | AZ Cleaning Supplies","Looking for a replacement carbon filter cartridge for 4x21"" housings? This is it. These one-time-use carbon filter cartridges fit the 4x21"" housings from...",N,N,N,N,88.82,,N,Y,N,Y,N,,,62.18,Tucker,20051-C,N,,,N,,,Y,,,N,,88.82
,4x21 DI Cartridge,"4 x 21"" Filter Cartridge - DI Resin",Regular,,20051-D,"Looking for a DI filter cartridge for 4x21"" housings? This is it. These one-time-use DI filter cartridges fit the 4x21"" housings from many manufacturers. Filled with our virgin resin, these filters will remove all of the impurities in your water to make spot-free water.",Tucker > Catalog,Tucker,"4 x 21"" Filter Cartridge - DI Resin | Catalog | AZ Cleaning Supplies","Looking for a DI filter cartridge for 4x21"" housings? This is it. These one-time-use DI filter cartridges fit the 4x21"" housings from many manufacturers....",4-x-21-filter-cartridge-di-resin,,Hidden,Physical,5,"4 x 21"" Filter Cartridge - DI Resin | Catalog | AZ Cleaning Supplies","Looking for a DI filter cartridge for 4x21"" housings? This is it. These one-time-use DI filter cartridges fit the 4x21"" housings from many manufacturers....",N,N,N,N,123.00,,N,Y,N,Y,N,,,86.10,Tucker,20051-D,N,,,N,,,Y,,,N,,123.00
,5 Foot RED bypass 3/8 Hose with Garden Hose Fittings,5 Foot RED bypass 3/8 Hose with Garden Hose Fittings,Regular,,T-3/8-5-RD,5 Foot RED bypass 3/8 Hose with Garden Hose Fittings | Official Tucker SKU: T-3/8-5-RD | Category: Accessories,Tucker > Accessories,Tucker,5 Foot RED bypass 3/8 Hose with Garden Hose Fittings | AZ Cleaning Supplies,5 Foot RED bypass 3/8 Hose with Garden Hose Fittings. Category: Accessories. Vendor code: T-3/8-5-RD. Available at AZ Cleaning Supplies.,5-foot-red-bypass-3-8-hose-with-garden-hose-fittings,,Hidden,Physical,,5 Foot RED bypass 3/8 Hose with Garden Hose Fittings | AZ Cleaning Supplies,5 Foot RED bypass 3/8 Hose with Garden Hose Fittings. Category: Accessories. Vendor code: T-3/8-5-RD. Available at AZ Cleaning Supplies.,N,N,N,N,43.86,,N,Y,N,Y,N,,,30.71,Tucker,T-3/8-5-RD,N,,,N,,,Y,,,N,,43.86
,"5 pack of walnut pads 6 x 9""","5 pack of walnut pads 6 x 9""",Regular,,40018-5PK,"The Tucker® Walnut Scrub Pad is a natural abrasive that serves as an incredible alternative to bronze and steel wool. The 6"" x 9"" pads are made to fit the doodlebugs that are commonly used as an accessory on many water-fed pole systems. Sold here in a 5 pack.",Tucker > Catalog,Tucker,"5 pack of walnut pads 6 x 9"" | Catalog | AZ Cleaning Supplies","The Tucker® Walnut Scrub Pad is a natural abrasive that serves as an incredible alternative to bronze and steel wool. The 6"" x 9"" pads are made to fit the...",5-pack-of-walnut-pads-6-x-9,,Hidden,Physical,1.001,"5 pack of walnut pads 6 x 9"" | Catalog | AZ Cleaning Supplies","The Tucker® Walnut Scrub Pad is a natural abrasive that serves as an incredible alternative to bronze and steel wool. The 6"" x 9"" pads are made to fit the...",N,N,N,N,12.86,,N,Y,N,Y,N,,,9.01,Tucker,40018-5PK,N,,,N,,,Y,,,N,,12.86
,5 Way 5/16 Push to Fit Divider (brush),5 Way 5/16 Push to Fit Divider (brush),Regular,,60007-5,Looking for the fitting that goes on the Tucker® brushes? This is it. These are easy to install and connect the pole hose line to the jets in the Tucker® brushes.,Tucker > Accessories,Tucker,5 Way 5/16 Push to Fit Divider (brush) | Accessories | AZ Cleaning Supplies,Looking for the fitting that goes on the Tucker® brushes? This is it. These are easy to install and connect the pole hose line to the jets in the Tucker®...,5-way-5-16-push-to-fit-divider-brush,,Hidden,Physical,0.5,5 Way 5/16 Push to Fit Divider (brush) | Accessories | AZ Cleaning Supplies,Looking for the fitting that goes on the Tucker® brushes? This is it. These are easy to install and connect the pole hose line to the jets in the Tucker®...,N,N,N,N,6.83,,N,Y,N,Y,N,,,4.79,Tucker,60007-5,N,,,N,,,Y,,,N,,6.83
,5/16 Push to Fit Divider (brush),5/16 Push to Fit Divider (brush),Regular,,60007,"Looking for the TEE fitting that goes on the Tucker® brushes? This is it. These tees are easy to install and connect the pole hose line to the jets in the Tucker® brushes. 5/16"" push to fit tee fitting.",Tucker > Accessories,Tucker,5/16 Push to Fit Divider (brush) | Accessories | AZ Cleaning Supplies,Looking for the TEE fitting that goes on the Tucker® brushes? This is it. These tees are easy to install and connect the pole hose line to the jets in the...,5-16-tee-fitting,,Hidden,Physical,0.5,5/16 Push to Fit Divider (brush) | Accessories | AZ Cleaning Supplies,Looking for the TEE fitting that goes on the Tucker® brushes? This is it. These tees are easy to install and connect the pole hose line to the jets in the...,N,N,N,N,6.83,,N,Y,N,Y,N,,,4.79,Tucker,60007,N,,,N,,,Y,,,N,,6.83
,5/16 Push to Fit Wye(brush),5/16 Push to Fit Wye(brush),Regular,,60006,"If you want to split your 5/16"" water fed pole tubing into 2 different streams this Y divider is what you need. If you're looking for the Y fitting that goes on the Tucker® brushes this is it. These Y dividers are easy to install and connect the pole hose line to the jets in the Tucker® brushes. TUCKER® Y DIVIDER FITTING FOR 5/16"" WATER FED POLE TUBING For 5/16"" Diameter Tubing Quick connect / push to fit fittings Lightweight",Tucker > Accessories,Tucker,5/16 Push to Fit Wye(brush) | Accessories | AZ Cleaning Supplies,"If you want to split your 5/16"" water fed pole tubing into 2 different streams this Y divider is what you need. If you're looking for the Y fitting that goes...",5-16-push-to-fit-wyebrush,,Hidden,Physical,,5/16 Push to Fit Wye(brush) | Accessories | AZ Cleaning Supplies,"If you want to split your 5/16"" water fed pole tubing into 2 different streams this Y divider is what you need. If you're looking for the Y fitting that goes...",N,N,N,N,6.83,,N,Y,N,Y,N,,,4.79,Tucker,60006,N,,,N,,,Y,,,N,,6.83
,5/16 union,Union for Pole Tubing,Regular,,63014,"This union fitting will join 2 pieces of 5/16"" OD pole tubing together easily. This size is for the Tucker® water-fed pole tubing. Red tubing not included.",Tucker > Catalog,Tucker,Union for Pole Tubing | Catalog | AZ Cleaning Supplies,"This union fitting will join 2 pieces of 5/16"" OD pole tubing together easily. This size is for the Tucker® water-fed pole tubing. Red tubing not included....",union-for-pole-tubing,,Hidden,Physical,1.001,Union for Pole Tubing | Catalog | AZ Cleaning Supplies,"This union fitting will join 2 pieces of 5/16"" OD pole tubing together easily. This size is for the Tucker® water-fed pole tubing. Red tubing not included....",N,N,N,N,5.47,,N,Y,N,Y,N,,,3.83,Tucker,63014,N,,,N,,,Y,,,N,,5.47
,"5/16"" OD Tucker® Pole Hose","5/16"" OD Tucker® Pole Hose",Regular,,"5/16""-OD-TUCKER®-POLE-HOSE","5/16"" OD Tucker® Pole Hose | Official Tucker SKU: 5/16""-OD-TUCKER®-POLE-HOSE | Category: Water Fed Pole Parts",Tucker > Water Fed Pole Parts,Tucker,"5/16"" OD Tucker® Pole Hose | Water Fed Pole Parts | AZ Cleaning Supplies","5/16"" OD Tucker® Pole Hose. Category: Water Fed Pole Parts. Vendor code: 5/16""-OD-TUCKER®-POLE-HOSE. Available at AZ Cleaning Supplies.",5-16-od-tucker-pole-hose,,Hidden,Physical,,"5/16"" OD Tucker® Pole Hose | Water Fed Pole Parts | AZ Cleaning Supplies","5/16"" OD Tucker® Pole Hose. Category: Water Fed Pole Parts. Vendor code: 5/16""-OD-TUCKER®-POLE-HOSE. Available at AZ Cleaning Supplies.",N,N,N,N,235.41,,N,Y,N,Y,N,,,64.34,Tucker,"5/16""-OD-TUCKER®-POLE-HOSE",N,,,N,,,Y,,,N,,235.41
,50 gallon Tank,50 gallon Tank,Regular,,TANK,50 gallon Tank | Official Tucker SKU: TANK | Category: Catalog,Tucker > Catalog,Tucker,50 gallon Tank | Catalog | AZ Cleaning Supplies,50 gallon Tank. Category: Catalog. Vendor code: TANK. Available at AZ Cleaning Supplies.,50-gallon-tank,,Hidden,Physical,,50 gallon Tank | Catalog | AZ Cleaning Supplies,50 gallon Tank. Category: Catalog. Vendor code: TANK. Available at AZ Cleaning Supplies.,N,N,N,N,299.29,,N,Y,N,Y,N,,,209.51,Tucker,TANK,N,,,N,,,Y,,,N,,299.29
,50' HM BARE POLE (no tips included),Tucker® - 50 HM Water Fed Pole - Bare,Regular,,T-50HM-BARE,"TUCKER® - 50 HM CARBON FIBER WATER FED POLE Looking for a new water fed pole, but don't need any of the attachments, fittings, tubing, or brush. This is the solution for you! We are now offering versions of all of our poles without the added accessories. No tips or accessories included. If you would like to include a Euro or ACME tip (or both), please click the links below and add them to your cart. Euro Tip ACME Tip Optional accessories for this pole include: The Tucker® Reach Around Gooseneck w/ Quick Release The Tucker® Swivel Assembly w/ Quick Release Tucker® Carbon Fiber Goosenecks Male and Female Quick Connect 5/16"" OD Pole Hose Tucker® Ultra Valve This economy line of carbon fiber water fed poles are built right here in the USA. High Modulus carbon fiber gives the Tucker® 50 HM unbeatable rigidity, allowing you to apply ample cleaning pressure while saving your body during those long summer days. All Tucker® window cleaning equipment is guaranteed to last, and we back it up...",Tucker > Water Fed Pole Parts,Tucker,Tucker® - 50 HM Water Fed Pole - Bare | AZ Cleaning Supplies,"TUCKER® - 50 HM CARBON FIBER WATER FED POLE Looking for a new water fed pole, but don't need any of the attachments, fittings, tubing, or brush. This is the...",tucker-50-hm-water-fed-pole-bare,,Hidden,Physical,14.251,Tucker® - 50 HM Water Fed Pole - Bare | AZ Cleaning Supplies,"TUCKER® - 50 HM CARBON FIBER WATER FED POLE Looking for a new water fed pole, but don't need any of the attachments, fittings, tubing, or brush. This is the...",N,N,N,N,1829.98,,N,Y,N,Y,N,,,1280.99,Tucker,T-50HM-BARE,N,,,N,,,Y,,,N,,1829.98
,55' pole kit,Tucker® 55' Water Fed Pole Kit,Regular,,T-55-KIT,"TUCKER® 55' WATER FED POLE KIT This water fed pole is the highest quality model we offer. Made from high modulus carbon fiber, this pole is designed for professionals looking to reach incredible heights. Utilizing the extension included in this kit allows you to reach up to 55 feet easily. Our carbon fiber water fed poles have a sturdy rigidity that will enable you to really dig in while saving your muscles and joints from extra work. All of our Tucker® carbon fiber line of poles comes with our unique reach-around gooseneck, allowing you to attach a coarse scrubbing pad to the back of the main GLIDE brush. This attachment allows you to flip the pole over and utilize the pad to clean when there is a little extra grime that needs attention. The Tucker® carbon fiber line water fed poles extend easily and clamp tightly with the Tucker® hand-tightened clamping system. No glue is ever needed on our poles, and the clamps can be tightened or loosened on the fly. What's included: Tucker®...",Tucker > Water Fed Pole Parts,Tucker,Tucker® 55' Water Fed Pole Kit | Water Fed Pole Parts | AZ Cleaning Supplies,"TUCKER® 55' WATER FED POLE KIT This water fed pole is the highest quality model we offer. Made from high modulus carbon fiber, this pole is designed for...",tucker-55-water-fed-pole-kit,,Hidden,Physical,11.001,Tucker® 55' Water Fed Pole Kit | Water Fed Pole Parts | AZ Cleaning Supplies,"TUCKER® 55' WATER FED POLE KIT This water fed pole is the highest quality model we offer. Made from high modulus carbon fiber, this pole is designed for...",N,N,N,N,2273.91,,N,Y,N,Y,N,,,1591.74,Tucker,T-55-KIT,N,,,N,,,Y,,,N,,2273.91
,5-Stage Max Output Kit For Solar Panel Cleaning,5-Stage Max Output Kit For Solar Panel Cleaning,Regular,,T-SOLAR-MO,5-Stage Max Output Kit For Solar Panel Cleaning | Official Tucker SKU: T-SOLAR-MO | Category: Catalog,Tucker > Catalog,Tucker,5-Stage Max Output Kit For Solar Panel Cleaning | AZ Cleaning Supplies,5-Stage Max Output Kit For Solar Panel Cleaning. Category: Catalog. Vendor code: T-SOLAR-MO. Available at AZ Cleaning Supplies.,5-stage-max-output-kit-for-solar-panel-cleaning,,Hidden,Physical,,5-Stage Max Output Kit For Solar Panel Cleaning | AZ Cleaning Supplies,5-Stage Max Output Kit For Solar Panel Cleaning. Category: Catalog. Vendor code: T-SOLAR-MO. Available at AZ Cleaning Supplies.,N,N,N,N,5596.77,,N,Y,N,Y,N,,,5369.70,Tucker,T-SOLAR-MO,N,,,N,,,Y,,,N,,5596.77
,"6 x 9"" walnut pad","6 x 9"" walnut pad",Regular,,TUCKER-6-X-9-WALNUT-PAD,"6 x 9"" walnut pad | Official Tucker SKU: 40018 | Category: Catalog",Tucker > Catalog,Tucker,"6 x 9"" walnut pad | Catalog | AZ Cleaning Supplies","6 x 9"" walnut pad. Category: Catalog. Vendor code: 40018. Available at AZ Cleaning Supplies.",6-x-9-walnut-pad,,Hidden,Physical,,"6 x 9"" walnut pad | Catalog | AZ Cleaning Supplies","6 x 9"" walnut pad. Category: Catalog. Vendor code: 40018. Available at AZ Cleaning Supplies.",N,N,N,N,2.27,,N,Y,N,Y,N,,,1.59,Tucker,40018,N,,,N,,,Y,,,N,,2.27
,"6"" Quicksilver Channel 90 degree w/ end clips","6"" Quicksilver Channel 90 degree w/ end clips",Regular,,SORBO-S1261,The Quicksilver 3x4 Adjustable Wide-Body squeegee channel has 90° ends which prevent the tip of the alloy from coming into contact with the frame surrounding the window. It cleans closer to the frame leaving less water and reaches into the corners. The squeegee rubber is secured with two exterior end clips. The adjustment slots or settings in the channel allow you to reposition the rubber/blade to the preferred firmness.,Tucker > Catalog,Tucker,"6"" Quicksilver Channel 90 degree w/ end clips | Catalog | AZ Cleaning Supplies",The Quicksilver 3x4 Adjustable Wide-Body squeegee channel has 90° ends which prevent the tip of the alloy from coming into contact with the frame surrounding...,6-quicksilver-channel-90-degree-w-end-clips,,Hidden,Physical,,"6"" Quicksilver Channel 90 degree w/ end clips | Catalog | AZ Cleaning Supplies",The Quicksilver 3x4 Adjustable Wide-Body squeegee channel has 90° ends which prevent the tip of the alloy from coming into contact with the frame surrounding...,N,N,N,N,10.52,,N,Y,N,Y,N,,,7.37,Tucker,SORBO-S1261,N,,,N,,,Y,,,N,,10.52
